visitor_id,total_sessions,click_count,num_pageviews,avg_session_duration,days_since_first_session,num_prior_sessions,is_new_visitor,days_since_prior_session,clicks_per_session,pageviews_per_session,days_since_last_activity,frequency,recency_score,frequency_score,duration_score,interaction_score,loyalty_score,engagement_score,segment,cluster,churned,recommendations,engagement_level
1697392262849117066,1,2,3,6e-09,0,0,1,0,2.0,3.0,0,1.0,1.0,0.1990950226244344,4.9492822303445445e-06,0.0010683760683760685,0.0,0.3199730078178218,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697392412486252258,25,366,228,4.631119999999999e-06,101,36,0,28,14.64,9.12,28,0.24509803921568626,0.028485757121439283,0.04794383816875166,0.0038201199870988704,0.014572649572649574,0.08602150537634409,0.03527463870703989,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697393127853741154,1,5,3,2.48e-07,0,0,1,0,5.0,3.0,0,1.0,1.0,0.1990950226244344,0.0002045703321875745,0.004273504273504274,0.0,0.3206406495988417,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697396495566500578,1,2,2,1.53e-07,0,0,1,0,2.0,2.0,0,1.0,1.0,0.1990950226244344,0.00012620669687378588,0.0010683760683760685,0.0,0.31998917547310757,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697396800724178096,1,1,2,0.0,0,0,1,0,1.0,2.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697399299938019519,5,58,43,4.316e-07,66,6,0,31,11.6,8.6,31,0.07462686567164178,0.025232919254658388,0.013811035321131896,0.00035601836843611754,0.011324786324786324,0.014336917562724014,0.01463573660932269,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697399738305545884,1,5,1,2.28e-07,0,0,1,0,5.0,1.0,0,1.0,1.0,0.1990950226244344,0.00018807272475309268,0.004273504273504274,0.0,0.3206384499178504,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697401576813215709,1,1,2,0.0,0,0,1,0,1.0,2.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697401883240797553,1,1,5,0.0,0,0,1,0,1.0,5.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697402103454413482,1,5,4,7.3e-08,0,0,1,0,5.0,4.0,0,1.0,1.0,0.1990950226244344,6.021626713585863e-05,0.004273504273504274,0.0,0.3206214023901681,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697402268100384755,6,26,7,2.7416666666666665e-07,13,5,0,10,4.333333333333333,1.1666666666666667,10,0.42857142857142855,0.08526256352343309,0.08468002585649645,0.00022615470191435488,0.003561253561253561,0.017921146953405017,0.048449914767607835,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697409326232480303,2,21,4,1.401e-06,1,1,0,1,10.5,2.0,1,1.0,0.4968944099378882,0.1990950226244344,0.001155657400785451,0.01014957264957265,0.0035842293906810036,0.18825908145206274,At Risk,0,False,"['Send interactive content poll to boost engagement', 'Personalized email highlighting ""missed"" popular content', 'Limited-time offer for premium feature trial']",Low
1697411490755618939,5,45,13,2.3954999999999997e-05,33,5,0,25,9.0,2.6,25,0.14705882352941177,0.03248924988055423,0.028313814213468194,0.01976000930465059,0.008547008547008548,0.014336917562724014,0.022469809050124304,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697415383586080376,2,30,3,6.957500000000001e-06,1,1,0,1,15.0,1.5,1,1.0,0.4968944099378882,0.1990950226244344,0.0057391051862703615,0.014957264957264958,0.0035842293906810036,0.18983174628499916,At Risk,0,False,"['Send interactive content poll to boost engagement', 'Personalized email highlighting ""missed"" popular content', 'Limited-time offer for premium feature trial']",Low
1697428779838706510,1,3,5,4e-08,0,0,1,0,3.0,5.0,0,1.0,1.0,0.1990950226244344,3.299521486896363e-05,0.002136752136752137,0.0,0.3201904224891821,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697430314672040418,1,2,2,8e-09,0,0,1,0,2.0,2.0,0,1.0,1.0,0.1990950226244344,6.599042973792726e-06,0.0010683760683760685,0.0,0.3199732277859209,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697431676761632027,1,1,4,0.0,0,0,1,0,1.0,4.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697434623757741282,1,4,2,5.8e-08,123,3,0,28,4.0,2.0,28,0.008064516129032258,0.028485757121439283,0.00048350605750985254,4.784306155999726e-05,0.003205128205128205,0.0,0.008372541563620077,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697434749591351546,1,2,2,3e-08,0,0,1,0,2.0,2.0,0,1.0,1.0,0.1990950226244344,2.474641115172272e-05,0.0010683760683760685,0.0,0.31997564743501133,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697436972323111037,280,5167,2721,5.544314285714286e-06,189,366,0,10,18.45357142857143,9.717857142857143,10,1.4736842105263157,0.08526256352343309,0.29393903310311975,0.004573396028955187,0.01864697802197802,1.0,0.2387929408420037,At Risk,1,True,"['Send interactive content poll to boost engagement', 'Personalized email highlighting ""missed"" popular content', 'Limited-time offer for premium feature trial']",Medium
1697437758666444832,5,48,43,2.9074000000000003e-06,0,5,0,0,9.6,8.6,0,5.0,1.0,1.0,0.0023982571927506214,0.009188034188034188,0.014336917562724014,0.5374022968050035,High Value,3,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Very High
1697438890738807880,1,2,2,2.5e-08,0,0,1,0,2.0,2.0,0,1.0,1.0,0.1990950226244344,2.0622009293102268e-05,0.0010683760683760685,0.0,0.3199750975147635,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697440199768765257,1,1,1,0.0,0,0,1,0,1.0,1.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697440545552236970,2,85,50,4.82e-07,16,2,0,16,42.5,25.0,16,0.11764705882352941,0.05297771282426014,0.022424807026883153,0.00039759233917101175,0.04433760683760684,0.0035842293906810036,0.029505769558473182,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697440652423014947,1,1,2,0.0,0,0,1,0,1.0,2.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697440656876073836,1,2,2,9.7e-07,0,0,1,0,2.0,2.0,0,1.0,1.0,0.1990950226244344,0.000800133960572368,0.0010683760683760685,0.0,0.3200790324416007,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697441655098268314,1,1,2,0.0,0,0,1,0,1.0,2.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697441783559801243,1,2,3,3.9e-08,0,0,1,0,2.0,3.0,0,1.0,1.0,0.1990950226244344,3.217033449723954e-05,0.0010683760683760685,0.0,0.31997663729145737,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697443136839279872,1,1,1,0.0,0,0,1,0,1.0,1.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697443709451572492,1,1,2,0.0,0,0,1,0,1.0,2.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697443982683970541,1,2,2,1.68e-07,0,0,1,0,2.0,2.0,0,1.0,1.0,0.1990950226244344,0.00013857990244964724,0.0010683760683760685,0.0,0.31999082523385103,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697444326460142366,1,1,2,0.0,0,0,1,0,1.0,2.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697444341240936614,1,6,4,1.418e-06,0,0,1,0,6.0,4.0,0,1.0,1.0,0.1990950226244344,0.0011696803671047606,0.005341880341880342,0.0,0.3209830061505059,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697444564439615234,1,18,4,3.361e-06,0,0,1,0,18.0,4.0,0,1.0,1.0,0.1990950226244344,0.002772422929364669,0.018162393162393164,0.0,0.32376080772290977,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",High
1697444689676955653,12,239,130,1.9946666666666667e-06,70,17,0,19,19.916666666666668,10.833333333333334,19,0.16901408450704225,0.04409937888198758,0.03270983366260914,0.001645361381465653,0.020210113960113962,0.03942652329749104,0.030000730761109474,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697445150040455722,1,1,1,0.0,0,0,1,0,1.0,1.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697445761661105272,1,74,1,5.93e-07,0,0,1,0,74.0,1.0,0,1.0,1.0,0.1990950226244344,0.0004891540604323858,0.07799145299145299,0.0,0.3354221838395307,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",High
1697445801241907146,1,3,2,2.5e-08,0,0,1,0,3.0,2.0,0,1.0,1.0,0.1990950226244344,2.0622009293102268e-05,0.002136752136752137,0.0,0.32018877272843865,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697446140675036141,2,4,2,8e-09,10,4,0,7,2.0,1.0,7,0.18181818181818182,0.11956521739130435,0.035273549979432335,6.599042973792726e-06,0.0010683760683760685,0.0035842293906810036,0.0419827903036923,Dormant,2,False,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697446821739933514,1,4,3,1.7e-08,0,0,1,0,4.0,3.0,0,1.0,1.0,0.1990950226244344,1.4022966319309542e-05,0.003205128205128205,0.0,0.32040156806971737,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697446849181063892,1,1,2,0.0,0,0,1,0,1.0,2.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697446919362328481,1,1,3,0.0,0,0,1,0,1.0,3.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697447374571855589,1,3,2,2.1152e-05,0,0,1,0,3.0,2.0,0,1.0,1.0,0.1990950226244344,0.017447869622707966,0.002136752136752137,0.0,0.3225124057435606,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697447390287795719,1,3,1,9.8498e-05,0,0,1,0,3.0,1.0,0,1.0,1.0,0.1990950226244344,0.0812490668540795,0.002136752136752137,0.0,0.3310192320410768,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",High
1697448376312871215,1,1,2,0.0,0,0,1,0,1.0,2.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697448526134293308,1,1,2,0.0,0,0,1,0,1.0,2.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697449008377950492,3,5,3,8.666666666666667e-09,27,4,0,16,1.6666666666666667,1.0,16,0.10714285714285714,0.05297771282426014,0.02032159017453135,7.148963221608786e-06,0.0007122507122507123,0.007168458781362007,0.02064567864140569,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697449871354721683,9,59,49,6.624444444444444e-07,85,12,0,29,6.555555555555555,5.444444444444445,29,0.10465116279069768,0.027329192546583853,0.019822687572345576,0.0005464374195798921,0.005935422602089268,0.02867383512544803,0.017656955558136088,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697449999574032839,1,2,1,0.000324927,0,0,1,0,2.0,1.0,0,1.0,1.0,0.1990950226244344,0.2680259045431936,0.0010683760683760685,0.0,0.3557091351859502,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",High
1697450181712702799,1,3,2,1.1e-08,0,0,1,0,3.0,2.0,0,1.0,1.0,0.1990950226244344,9.073684088964997e-06,0.002136752136752137,0.0,0.3201872329517448,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697450661669227844,1,1,1,0.0,0,0,1,0,1.0,1.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697450679799218593,3,7,4,4.9e-08,4,2,0,4,2.3333333333333335,1.3333333333333333,4,0.6,0.19503105590062114,0.11900452488687784,4.041913821448045e-05,0.0014245014245014246,0.007168458781362007,0.08498890555084354,Dormant,2,False,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697450686386155261,1,3,1,6.6e-08,28,2,0,28,3.0,1.0,28,0.034482758620689655,0.028485757121439283,0.005773131533780621,5.444210453378998e-05,0.002136752136752137,0.0,0.009570313016013575,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697450948912394721,1,1,2,0.0,0,0,1,0,1.0,2.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697452231935574798,1,1,2,0.0,0,0,1,0,1.0,2.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697452380929555793,1,5,1,4e-09,0,0,1,0,5.0,1.0,0,1.0,1.0,0.1990950226244344,3.299521486896363e-06,0.004273504273504274,0.0,0.32061381349074825,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697452651054893902,1,2,5,1.6e-08,0,0,1,0,2.0,5.0,0,1.0,1.0,0.1990950226244344,1.3198085947585452e-05,0.0010683760683760685,0.0,0.3199741076583174,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697453479738481287,1,1,1,0.0,0,0,1,0,1.0,1.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697454494733009576,1,1,1,0.0,0,0,1,0,1.0,1.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697454930499048451,13,122,81,1.6075384615384615e-06,106,14,0,50,9.384615384615385,6.230769230769231,50,0.12149532710280374,0.013518450858604312,0.02319533133166998,0.001326026923714619,0.008957922419460881,0.043010752688172046,0.017493497016216875,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697455435302981509,1,9,3,2.39e-07,0,0,1,0,9.0,3.0,0,1.0,1.0,0.1990950226244344,0.0001971464088420577,0.008547008547008548,0.0,0.32149436059709646,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697455982095834959,6,137,79,1.0331666666666667e-06,169,12,0,52,22.833333333333332,13.166666666666666,52,0.03529411764705882,0.012773936481893825,0.005935586904445036,0.0008522389040529398,0.023326210826210825,0.017921146953405017,0.012157566515926924,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697456091220454638,1,4,5,2.4e-08,0,0,1,0,4.0,5.0,0,1.0,1.0,0.1990950226244344,1.9797128921378178e-05,0.003205128205128205,0.0,0.3204023379580644,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697456653526293959,2,10,5,3.925e-07,4,1,0,4,5.0,2.5,4,0.4,0.19503105590062114,0.07895927601809956,0.0003237655459017056,0.004273504273504274,0.0035842293906810036,0.07443985535790407,Dormant,2,False,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697456686787536301,1,20,13,1.606e-06,0,0,1,0,20.0,13.0,0,1.0,1.0,0.1990950226244344,0.0013247578769888897,0.0202991452991453,0.0,0.3239951361432768,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",High
1697457104216159505,1,1,2,0.0,0,0,1,0,1.0,2.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697457231589628658,1,1,2,0.0,0,0,1,0,1.0,2.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697457413380254823,2,4,7,3.8295e-06,42,2,0,40,2.0,3.5,40,0.046511627906976744,0.018330555976367218,0.00818162685467747,0.0031588793835174056,0.0010683760683760685,0.0035842293906810036,0.008182671805180251,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697457767613523766,1,2,2,9.5e-08,6,1,0,6,2.0,2.0,6,0.14285714285714285,0.13753327417923691,0.027472527472527472,7.836363531378862e-05,0.0010683760683760685,0.0,0.04422567080552088,Dormant,2,False,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697458324586006855,45,169,213,4.690666666666667e-07,105,81,0,40,3.7555555555555555,4.733333333333333,40,0.42452830188679247,0.018330555976367218,0.08387048578502519,0.00038692388636338016,0.0029439696106362775,0.15770609318996415,0.0489214740020089,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697458367704226772,1,3,4,6e-09,0,0,1,0,3.0,4.0,0,1.0,1.0,0.1990950226244344,4.9492822303445445e-06,0.002136752136752137,0.0,0.32018668303149694,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697458956447087938,1,1,1,0.0,0,0,1,0,1.0,1.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697458969213701160,1,19,10,1.81e-07,0,0,1,0,19.0,10.0,0,1.0,1.0,0.1990950226244344,0.0001493033472820604,0.019230769230769232,0.0,0.32362473365897393,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",High
1697459189526892451,1,4,1,3.546e-06,0,0,1,0,4.0,1.0,0,1.0,1.0,0.1990950226244344,0.0029250257981336255,0.003205128205128205,0.0,0.320789701780626,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697459279694256755,3,5,9,7.000000000000001e-09,83,4,0,56,1.6666666666666667,3.0,56,0.03571428571428571,0.011441647597254004,0.006019715578539108,5.774162602068635e-06,0.0007122507122507123,0.007168458781362007,0.005755378048523516,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697459951684315160,1,1,1,0.0,0,0,1,0,1.0,1.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697460193158814197,1,1,1,0.0,0,0,1,0,1.0,1.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697460510756599289,2,3,4,7e-09,113,17,0,28,1.5,2.0,28,0.017543859649122806,0.028485757121439283,0.0023815194093831865,5.774162602068635e-06,0.0005341880341880342,0.0035842293906810036,0.008816778488828008,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697460795146117944,245,3578,2091,2.037175918367347e-05,189,348,0,6,14.604081632653061,8.534693877551021,6,1.2894736842105263,0.13753327417923691,0.2570552512502977,0.01680426428810223,0.014534275248560963,0.8745519713261649,0.2269779599128237,At Risk,1,False,"['Send interactive content poll to boost engagement', 'Personalized email highlighting ""missed"" popular content', 'Limited-time offer for premium feature trial']",Medium
1697461149892186129,4,19,4,4.8925e-07,37,4,0,23,4.75,1.0,23,0.10526315789473684,0.03571428571428571,0.019945225053584186,0.0004035727218660114,0.004006410256410256,0.010752688172043012,0.01713131970856856,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697461745332711005,1,3,1,1e-09,0,0,1,0,3.0,1.0,0,1.0,1.0,0.1990950226244344,8.248803717240908e-07,0.002136752136752137,0.0,0.3201861331112491,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697461810131340592,1,3,3,5e-09,1,1,0,1,3.0,3.0,1,0.5,0.4968944099378882,0.0989819004524887,4.124401858620454e-06,0.002136752136752137,0.0,0.1593282497850321,Dormant,2,False,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Low
1697462672060562610,2,10,5,5.32e-07,3,1,0,3,5.0,2.5,3,0.5,0.24534161490683232,0.0989819004524887,0.00043883635775721633,0.004273504273504274,0.0035842293906810036,0.09321071371697823,Dormant,2,False,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697462677881100033,1,1,3,0.0,91,2,0,31,1.0,3.0,31,0.010869565217391304,0.025232919254658388,0.0010451505016722408,0.0,0.0,0.0,0.007007485268354834,Dormant,2,True,"['Re-activation campaign with incentives', 'Survey to understand disengagement reasons']",Very Low
1697462830446331271,1,1,1,0.0,0,0,1,0,1.0,1.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697463158673917674,1,5,2,2.6e-08,0,0,1,0,5.0,2.0,0,1.0,1.0,0.1990950226244344,2.144688966482636e-05,0.004273504273504274,0.0,0.3206162331398386,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697463262369003097,1,2,2,3.2e-08,0,0,1,0,2.0,2.0,0,1.0,1.0,0.1990950226244344,2.6396171895170904e-05,0.0010683760683760685,0.0,0.31997586740311046,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697463666469437913,1,1,2,0.0,0,0,1,0,1.0,2.0,0,1.0,1.0,0.1990950226244344,0.0,0.0,0.0,0.31975867269984914,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
1697464461176124137,1,3,1,1e-09,0,0,1,0,3.0,1.0,0,1.0,1.0,0.1990950226244344,8.248803717240908e-07,0.002136752136752137,0.0,0.3201861331112491,High Value,0,False,"['Invite to become a community leader or content contributor', 'Offer early access to premium features or content']",Medium
